date,time,segment,scan.no,obs.sp,obs.no,foraging,preening,locomotion,resting,alert,remarks
28.1.20,9:10 AM,7,3,Common Redshank,18,18,0,0,0,0,
28.1.20,9:40 AM,7,4,Black-tailed Godwit,61,58,0,0,3,0,
28.1.20,9:40 AM,7,4,Common Redshank,18,18,0,0,0,0,
28.1.20,10:00 AM,7,5,Common Redshank,7,7,0,0,0,0,
28.1.20,10:00 AM,7,5,Black-tailed Godwit,1,1,0,0,0,0,
28.1.20,10:30 AM,7,6,Common Redshank,9,9,0,0,0,0,
29.1.20,8:40 AM,23,1,0,0,0,0,0,0,0,
29.1.20,9:10 AM,23,2,Eurasian Curlew,1,1,0,0,0,0,
29.1.20,9:40 AM,23,3,Eurasian Curlew,1,1,0,0,0,0,
29.1.20,9:40 AM,23,3,Common Redshank,6,6,0,0,0,0,
29.1.20,10:10 AM,23,4,Common Redshank,3,2,0,1,0,0,
29.1.20,10:10 AM,23,4,Grey Plover,1,0,0,1,0,0,
29.1.20,10:10 AM,23,4,Eurasian Curlew,1,0,1,0,0,0,
29.1.20,10:40 AM,23,5,Whimbrel,1,0,1,0,0,0,
29.1.20,10:40 AM,23,5,Eurasian Curlew,2,1,0,1,0,0,
29.1.20,11:10 AM,23,6,Common Redshank,5,5,0,0,0,0,
29.1.20,11:10 AM,23,6,Eurasian Curlew,1,1,0,0,0,0,
29.1.20,11:10 AM,23,6,Lesser Sand Plover,1,1,0,0,0,0,
30.1.20,9:30 AM,158,1,Whimbrel,1,0,1,0,0,0,Skimmer 1800+
30.1.20,9:30 AM,158,1,Black-tailed Godwit,10,6,4,0,0,0,
30.1.20,9:30 AM,158,1,Common Redshank,13,13,0,0,0,0,
30.1.20,9:30 AM,158,1,Grey Plover,1,0,0,0,1,0,
30.1.20,9:30 AM,158,1,Pied Avocet,3,3,0,0,0,0,
30.1.20,9:30 AM,158,1,Dunlin,5,5,0,0,0,0,
30.1.20,9:30 AM,158,1,Bar-tailed Godwit,4,4,0,0,0,0,
30.1.20,9:30 AM,158,1,Broad-billed Sandpiper,4,4,0,0,0,0,
30.1.20,9:30 AM,158,1,Lesser Sand Plover,71,71,0,0,0,0,
30.1.20,9:50 AM,158,2,Black-tailed Godwit,14,14,0,0,0,0,
30.1.20,9:50 AM,158,2,Grey Plover,1,1,0,0,0,0,
30.1.20,9:50 AM,158,2,Common Redshank,6,6,0,0,0,0,
30.1.20,9:50 AM,158,2,Pied Avocet,5,5,0,0,0,0,
30.1.20,9:50 AM,158,2,Bar-tailed Godwit,4,4,0,0,0,0,
30.1.20,9:50 AM,158,2,Terek Sandpiper,1,1,0,0,0,0,
30.1.20,9:50 AM,158,2,Broad-billed Sandpiper,5,5,0,0,0,0,
30.1.20,9:50 AM,158,2,Curlew Sandpiper,1,1,0,0,0,0,
30.1.20,9:50 AM,158,2,Dunlin,2,2,0,0,0,0,
30.1.20,9:50 AM,158,2,Lesser Sand Plover,70,70,0,0,0,0,
30.1.20,10:10 AM,158,3,Common Greenshank,1,1,0,0,0,0,
30.1.20,10:10 AM,158,3,Common Redshank,6,6,0,0,0,0,
30.1.20,10:10 AM,158,3,Black-tailed Godwit,14,5,9,0,0,0,
30.1.20,10:10 AM,158,3,Pied Avocet,9,2,7,0,0,0,
30.1.20,10:10 AM,158,3,Broad-billed Sandpiper,2,2,0,0,0,0,
30.1.20,10:10 AM,158,3,Dunlin,2,2,0,0,0,0,
30.1.20,10:10 AM,158,3,Grey Plover,3,2,0,0,1,0,
30.1.20,10:10 AM,158,3,Curlew Sandpiper,3,3,0,0,0,0,
30.1.20,10:10 AM,158,3,Bar-tailed Godwit,2,2,0,0,0,0,
30.1.20,10:10 AM,158,3,Lesser Sand Plover,2300,2300,0,0,0,0,
30.1.20,10:30 AM,158,4,Common Greenshank,2,2,0,0,0,0,
30.1.20,10:30 AM,158,4,Grey Plover,4,0,0,0,4,0,
30.1.20,10:30 AM,158,4,Black-tailed Godwit,8,0,0,0,8,0,
30.1.20,10:30 AM,158,4,Bar-tailed Godwit,4,1,3,0,0,0,
30.1.20,10:30 AM,158,4,Dunlin,1,1,0,0,0,0,
30.1.20,10:30 AM,158,4,Broad-billed Sandpiper,2,2,0,0,0,0,
30.1.20,10:30 AM,158,4,Curlew Sandpiper,1,1,0,0,0,0,
30.1.20,10:30 AM,158,4,Common Redshank,6,4,2,0,0,0,
30.1.20,10:30 AM,158,4,Lesser Sand Plover,1700,1700,0,0,0,0,
30.1.20,10:50 AM,158,5,Lesser Sand Plover,400,400,0,0,0,0,
30.1.20,10:50 AM,158,5,Common Redshank,1,1,0,0,0,0,
30.1.20,10:50 AM,158,5,Black-tailed Godwit,8,4,0,0,4,0,
30.1.20,10:50 AM,158,5,Grey Plover,4,1,0,0,3,0,
30.1.20,10:50 AM,158,5,Common Greenshank,1,1,0,0,0,0,
30.1.20,10:50 AM,158,5,Bar-tailed Godwit,1,,0,0,1,0,
30.1.20,10:50 AM,158,5,Curlew Sandpiper,2,2,0,0,0,0,
30.1.20,10:50 AM,158,5,Broad-billed Sandpiper,2,2,0,0,0,0,
30.1.20,11:10 AM,158,6,Bar-tailed Godwit,2,2,0,0,0,0,
30.1.20,11:10 AM,158,6,Whimbrel,3,0,0,0,3,0,
30.1.20,11:10 AM,158,6,Black-tailed Godwit,4,4,0,0,0,0,
30.1.20,11:10 AM,158,6,Grey Plover,5,0,3,1,1,0,
30.1.20,11:10 AM,158,6,Curlew Sandpiper,3,3,0,0,0,0,
30.1.20,11:10 AM,158,6,Lesser Sand Plover,100,100,0,0,0,0,
31.1.20,9:30 AM,30,1,Lesser Sand Plover,80,80,0,0,0,0,
31.1.20,9:30 AM,30,1,Black-tailed Godwit,7,7,0,0,0,0,
31.1.20,9:30 AM,30,1,Curlew Sandpiper,10,10,0,0,0,0,
31.1.20,9:30 AM,30,1,Common Greenshank,1,1,0,0,0,0,
31.1.20,9:30 AM,30,1,Grey Plover,1,1,0,0,0,0,
31.1.20,9:30 AM,30,1,Broad-billed Sandpiper,4,4,0,0,0,0,
31.1.20,9:30 AM,30,1,Great Knot,2,2,0,0,0,0,
31.1.20,9:30 AM,30,1,Black-headed Ibis,4,4,0,0,0,0,
31.1.20,9:30 AM,30,1,Whimbrel,1,0,1,0,0,0,
31.1.20,9:30 AM,30,1,Common Redshank,3,3,0,0,0,0,
31.1.20,9:55 AM,30,2,Lesser Sand Plover,80,80,0,0,0,0,
31.1.20,9:55 AM,30,2,Black-tailed Godwit,7,7,0,0,0,0,
31.1.20,9:55 AM,30,2,Curlew Sandpiper,10,10,0,0,0,0,
31.1.20,9:55 AM,30,2,Common Greenshank,1,1,0,0,0,0,
31.1.20,9:55 AM,30,2,Grey Plover,1,1,0,0,0,0,
31.1.20,9:55 AM,30,2,Broad-billed Sandpiper,4,4,0,0,0,0,
31.1.20,9:55 AM,30,2,Great Knot,3,3,0,0,0,0,
31.1.20,9:55 AM,30,2,Black-headed Ibis,4,4,0,0,0,0,
31.1.20,9:55 AM,30,2,Whimbrel,1,0,1,0,0,0,
31.1.20,9:55 AM,30,2,Common Redshank,3,3,0,0,0,0,
31.1.20,10:20 AM,30,3,Pied Avocet,1,1,0,0,0,0,
31.1.20,10:20 AM,30,3,Black-tailed Godwit,10,10,0,0,0,0,
31.1.20,10:20 AM,30,3,Common Redshank,9,9,0,0,0,0,
31.1.20,10:20 AM,30,3,Whimbrel,1,,0,0,1,0,
31.1.20,10:20 AM,30,3,Lesser Sand Plover,40,40,0,0,0,0,
31.1.20,10:20 AM,30,3,Common Greenshank,2,2,0,0,0,0,
31.1.20,10:20 AM,30,3,Broad-billed Sandpiper,1,1,0,0,0,0,
31.1.20,10:20 AM,30,3,Grey Plover,1,1,0,0,0,0,
31.1.20,10:45 AM,30,4,Pied Avocet,1,1,0,0,0,0,
31.1.20,10:45 AM,30,4,Black-tailed Godwit,29,29,0,0,0,0,
31.1.20,10:45 AM,30,4,Black-headed Ibis,2,2,0,0,0,0,
31.1.20,10:45 AM,30,4,Common Greenshank,1,1,0,0,0,0,
31.1.20,10:45 AM,30,4,Whimbrel,1,1,0,0,0,0,
31.1.20,10:45 AM,30,4,Lesser Sand Plover,25,25,0,0,0,0,
31.1.20,11:10 AM,30,5,Black-tailed Godwit,12,12,0,0,0,0,
31.1.20,11:10 AM,30,5,Common Greenshank,2,2,0,0,0,0,
31.1.20,11:10 AM,30,5,Common Redshank,8,8,0,0,0,0,
31.1.20,11:10 AM,30,5,Lesser Sand Plover,18,18,0,0,0,0,
31.1.20,11:10 AM,30,5,Grey Plover,1,1,0,0,0,0,
31.1.20,11:10 AM,30,5,Pied Avocet,1,1,0,0,0,0,
31.1.20,11:35 AM,30,6,Black-tailed Godwit,19,19,0,0,0,0,
31.1.20,11:35 AM,30,6,Lesser Sand Plover,22,22,0,0,0,0,
31.1.20,11:35 AM,30,6,Curlew Sandpiper,1,1,0,0,0,0,
31.1.20,11:35 AM,30,6,Pied Avocet,1,1,0,0,0,0,
31.1.20,11:35 AM,30,6,Grey Plover,1,1,0,0,0,0,
31.1.20,11:35 AM,30,6,Common Redshank,3,3,0,0,0,0,
1.2.20,10:10 AM,124,1,Eurasian Curlew,12,0,3,0,9,0,
1.2.20,10:10 AM,124,1,Black-headed Ibis,1,0,1,0,0,0,
1.2.20,10:30 AM,124,2,Eurasian Curlew,12,0,2,0,10,0,
1.2.20,10:30 AM,124,2,Pied Avocet,1,1,0,0,0,0,
1.2.20,10:30 AM,124,2,Black-headed Ibis,3,3,0,0,0,0,
1.2.20,10:50 AM,124,3,Common Redshank,1,0,0,1,0,0,
1.2.20,10:50 AM,124,3,Black-headed Ibis,3,3,0,0,0,0,
1.2.20,11:10 AM,124,4,Black-headed Ibis,3,3,0,0,0,0,
1.2.20,11:30 AM,124,5,Black-headed Ibis,2,2,0,0,0,0,
1.2.20,11:50 AM,124,6,0,0,0,0,0,0,0,
2.2.20,10:30 AM,122,1,Spoon-billed Sandpiper,2,2,0,0,0,0,"6 fishermen, 1 brahminy"
2.2.20,10:30 AM,122,1,Dunlin,2,2,0,0,0,0,
2.2.20,10:30 AM,122,1,Curlew Sandpiper,4,4,0,0,0,0,
2.2.20,10:30 AM,122,1,Little Stint,19,19,0,0,0,0,
2.2.20,10:30 AM,122,1,Broad-billed Sandpiper,6,6,0,0,0,0,
2.2.20,10:30 AM,122,1,Common Redshank,12,12,0,0,0,0,
2.2.20,10:30 AM,122,1,Sanderling,3,3,0,0,0,0,
2.2.20,10:30 AM,122,1,Temminck's Stint,2,2,0,0,0,0,
2.2.20,10:30 AM,122,1,Terek Sandpiper,2,2,0,0,0,0,
2.2.20,10:30 AM,122,1,Common Greenshank,1,1,0,0,0,0,
2.2.20,10:30 AM,122,1,Lesser Sand Plover,150,150,0,0,0,0,
2.2.20,10:55 AM,122,2,Broad-billed Sandpiper,8,8,0,0,0,0,
2.2.20,10:55 AM,122,2,Common Redshank,6,6,0,0,0,0,
2.2.20,10:55 AM,122,2,Curlew Sandpiper,2,2,0,0,0,0,
2.2.20,10:55 AM,122,2,Little Stint,9,9,0,0,0,0,
2.2.20,10:55 AM,122,2,Lesser Sand Plover,150,150,0,0,0,0,
2.2.20,11:20 AM,122,3,Ruddy Turnstone,3,3,0,0,0,0,
2.2.20,11:20 AM,122,3,Little Stint,10,8,2,0,0,0,
2.2.20,11:20 AM,122,3,Curlew Sandpiper,9,9,0,0,0,0,
2.2.20,11:20 AM,122,3,Lesser Sand Plover,80,80,0,0,0,0,
2.2.20,11:20 AM,122,3,Broad-billed Sandpiper,6,6,0,0,0,0,
2.2.20,11:20 AM,122,3,Common Greenshank,1,1,0,0,0,0,
2.2.20,11:20 AM,122,3,Common Redshank,2,2,0,0,0,0,
2.2.20,11:45 AM,122,4,Little Stint,9,7,2,0,0,0,
2.2.20,11:45 AM,122,4,Broad-billed Sandpiper,3,3,0,0,0,0,
2.2.20,11:45 AM,122,4,Curlew Sandpiper,3,3,0,0,0,0,
2.2.20,11:45 AM,122,4,Common Redshank,3,3,0,0,0,0,
2.2.20,11:45 AM,122,4,Terek Sandpiper,1,1,0,0,0,0,
2.2.20,11:45 AM,122,4,Lesser Sand Plover,352,352,0,0,0,0,
2.2.20,12:10 PM,122,5,Little Stint,34,27,0,0,7,0,
2.2.20,12:10 PM,122,5,Curlew Sandpiper,3,3,0,0,0,0,
2.2.20,12:10 PM,122,5,Terek Sandpiper,1,1,0,0,0,0,
2.2.20,12:10 PM,122,5,Common Redshank,2,2,0,0,0,0,
2.2.20,12:10 PM,122,5,Lesser Sand Plover,281,281,0,0,0,0,
2.2.20,12:10 PM,122,5,Broad-billed Sandpiper,1,1,0,0,0,0,
2.2.20,12:35 PM,122,6,Common Redshank,3,3,0,0,0,0,
2.2.20,12:35 PM,122,6,Little Stint,2,2,0,0,0,0,
2.2.20,12:35 PM,122,6,Lesser Sand Plover,78,78,0,0,0,0,
3.2.20,10:45 AM,121,1,Lesser Sand Plover,1,,0,0,1,0,
3.2.20,10:45 AM,121,1,Common Redshank,1,1,0,0,0,0,
3.2.20,11:15 AM,121,2,Common Redshank,12,12,0,0,0,0,
3.2.20,11:15 AM,121,2,Lesser Sand Plover,17,16,0,1,0,0,
3.2.20,11:15 AM,121,2,Curlew Sandpiper,2,2,0,0,0,0,
3.2.20,11:15 AM,121,2,Little Stint,3,3,0,0,0,0,
3.2.20,11:45 AM,121,3,Common Redshank,18,18,0,0,0,0,
3.2.20,11:45 AM,121,3,Lesser Sand Plover,52,44,0,0,8,0,
3.2.20,11:45 AM,121,3,Little Stint,18,18,0,0,0,0,
3.2.20,11:45 AM,121,3,Common Greenshank,2,2,0,0,0,0,
3.2.20,11:45 AM,121,3,Dunlin,1,1,0,0,0,0,
3.2.20,11:45 AM,121,3,Curlew Sandpiper,3,3,0,0,0,0,
3.2.20,11:45 AM,121,3,Spoon-billed Sandpiper,1,1,0,0,0,0,
3.2.20,12:15 PM,121,4,0,0,,0,0,0,0,Disturbed by Brahminy 
3.2.20,12:45 PM,121,5,Nordmann's Greenshank/,1,1,0,0,0,0,
3.2.20,1:15 PM,121,6,Common Redshank,2,1,0,0,1,0,
4.2.20,11:15 AM,119,1,Black-tailed Godwit,6,6,0,0,0,0,
4.2.20,11:15 AM,119,1,Common Greenshank,4,,0,0,4,0,
4.2.20,11:15 AM,119,1,Common Redshank,13,12,0,0,1,0,
4.2.20,11:15 AM,119,1,Temminck's Stint,2,2,0,0,0,0,"flew all of them, gulls and brahminy ans spotted eagles"
4.2.20,11:45 AM,119,2,Black-tailed Godwit,7,7,0,0,0,0,
4.2.20,11:45 AM,119,2,Common Greenshank,3,3,0,0,0,0,
4.2.20,11:45 AM,119,2,Common Redshank,14,14,0,0,0,0,
4.2.20,11:45 AM,119,2,Eurasian Curlew,3,0,1,0,2,0,
4.2.20,11:45 AM,119,2,Lesser Sand Plover,8,8,0,0,0,0,
4.2.20,12:15 AM,119,3,Common Redshank,3,3,0,0,0,0,
4.2.20,12:15 AM,119,3,Common Greenshank,1,1,0,0,0,0,
4.2.20,12:45 PM,119,4,Common Redshank,8,6,0,0,2,0,
4.2.20,12:45 PM,119,4,Common Greenshank,1,0,0,0,1,0,
4.2.20,12:45 PM,119,4,Little Stint,1,0,0,0,1,0,
4.2.20,1:15 PM,119,5,Common Redshank,6,6,0,0,0,0,
4.2.20,1:45 PM,119,6,Curlew Sandpiper,7,3,0,0,4,0,
4.2.20,1:45 PM,119,6,Broad-billed Sandpiper,12,7,0,0,5,0,
4.2.20,1:45 PM,119,6,Little Stint,21,7,0,0,14,0,
4.2.20,1:45 PM,119,6,Dunlin,1,0,0,0,1,0,
4.2.20,1:45 PM,119,6,Common Redshank,3,3,0,0,0,0,
4.2.20,1:45 PM,119,6,Lesser Sand Plover,513,513,0,0,0,0,
5.2.20,12:30 PM,118,1,Common Redshank,21,21,0,0,0,0,"2 brahminy hovering, 300+ flock of gulls"
5.2.20,12:30 PM,118,1,Black-headed Ibis,2,2,0,0,0,0,
5.2.20,12:30 PM,118,1,Pied Avocet,2,2,0,0,0,0,
5.2.20,12:30 PM,118,1,Common Greenshank,4,,0,0,4,0,
5.2.20,12:30 PM,118,1,Lesser Sand Plover,2,2,0,0,0,0,
5.2.20,1:00 PM,118,2,Common Redshank,28,28,0,0,0,0,
5.2.20,1:00 PM,118,2,Black-tailed Godwit,2,0,2,0,0,0,
5.2.20,1:30 PM,118,3,Little Ringed Plover,1,1,0,0,0,0,
5.2.20,1:30 PM,118,3,Common Redshank,23,20,3,0,0,0,
5.2.20,1:30 PM,118,3,Black-tailed Godwit,7,7,0,0,0,0,
5.2.20,1:30 PM,118,3,Little Stint,2,2,0,0,0,0,
5.2.20,1:30 PM,118,3,Common Greenshank,2,2,0,0,0,0,
5.2.20,1:30 PM,118,3,Black-headed Ibis,6,6,0,0,0,0,
5.2.20,1:30 PM,118,3,Pied Avocet,1,1,0,0,0,0,
5.2.20,2:00 PM,118,4,Black-tailed Godwit,8,8,0,0,0,0,
5.2.20,2:00 PM,118,4,Black-headed Ibis,6,6,0,0,0,0,
5.2.20,2:00 PM,118,4,Common Greenshank,1,1,0,0,0,0,
5.2.20,2:00 PM,118,4,Common Redshank,19,19,0,0,0,0,
5.2.20,2:00 PM,118,4,Lesser Sand Plover,2,2,0,0,0,0,
5.2.20,2:00 PM,118,4,Pied Avocet,1,0,0,0,1,0,
5.2.20,2:30 PM,118,5,Temminck's Stint,1,1,0,0,0,0,
5.2.20,2:30 PM,118,5,Little Stint,3,3,0,0,0,0,
5.2.20,2:30 PM,118,5,Common Redshank,12,11,0,0,1,0,
5.2.20,2:30 PM,118,5,Common Greenshank,2,1,0,0,1,0,
5.2.20,2:30 PM,118,5,Black-tailed Godwit,10,6,0,0,4,0,
5.2.20,2:30 PM,118,5,Black-headed Ibis,4,4,0,0,0,0,
5.2.20,2:30 PM,118,5,Lesser Sand Plover,20,20,0,0,0,0,
5.2.20,3:00 PM,118,6,Black-tailed Godwit,14,14,0,0,0,0,
5.2.20,3:00 PM,118,6,Black-headed Ibis,4,4,0,0,0,0,
5.2.20,3:00 PM,118,6,Lesser Sand Plover,14,14,0,0,0,0,
5.2.20,3:00 PM,118,6,Common Redshank,19,19,0,0,0,0,
5.2.20,3:00 PM,118,6,Common Greenshank,1,1,0,0,0,0,
5.2.20,3:00 PM,118,6,Little Stint,1,1,0,0,0,0,
5.2.20,3:00 PM,118,6,Pied Avocet,1,1,0,0,0,0,
11.2.20,7:50 AM,12,1,Eurasian Curlew,2,2,0,0,0,0,
11.2.20,7:50 AM,12,1,Common Redshank,1,1,0,0,0,0,
11.2.20,7:50 AM,12,1,Pacific Golden-Plover,15,0,0,0,15,0,
11.2.20,8:10 AM,12,2,Eurasian Curlew,3,3,0,0,0,0,
11.2.20,8:10 AM,12,2,Pacific Golden-Plover,4,0,0,0,4,0,
11.2.20,8:10 AM,12,2,Black-headed Ibis,1,1,0,0,0,0,
11.2.20,8:30 AM,12,3,Eurasian Curlew,3,2,0,0,1,0,
11.2.20,8:30 AM,12,3,Common Redshank,3,3,0,0,0,0,
11.2.20,8:30 AM,12,3,Black-headed Ibis,3,3,0,0,0,0,
11.2.20,8:30 AM,12,3,Pacific Golden-Plover,31,5,3,0,23,0,
11.2.20,8:50 AM,12,4,Eurasian Curlew,3,3,0,0,0,0,
11.2.20,8:50 AM,12,4,Common Redshank,2,2,0,0,0,0,
11.2.20,8:50 AM,12,4,Black-headed Ibis,2,2,0,0,0,0,
11.2.20,8:50 AM,12,4,Black-tailed Godwit,1,1,0,0,0,0,
11.2.20,8:50 AM,12,4,Pacific Golden-Plover,18,6,7,0,5,0,
11.2.20,9:10 AM,12,5,Eurasian Curlew,4,3,1,0,0,0,
11.2.20,9:30 AM,12,6,Black-headed Ibis,3,3,0,0,0,0,
11.2.20,9:30 AM,12,6,Eurasian Curlew,3,3,0,0,0,0,
12.2.20,7:35 AM,14,1,0,0,0,0,0,0,0,7 Fishermen
12.2.20,8:00 AM,14,2,Common Redshank,1,1,0,0,0,0,7 Fishermen
12.2.20,8:00 AM,14,2,Eurasian Curlew,1,1,0,0,0,0,
12.2.20,8:25 AM,14,3,Common Redshank,1,1,0,0,0,0,7 Fishermen
12.2.20,8:25 AM,14,3,Eurasian Curlew,1,1,0,0,0,0,
12.2.20,8:50 AM,14,4,Common Redshank,2,2,0,0,0,0,
12.2.20,8:50 AM,14,4,Eurasian Curlew,5,5,0,0,0,0,"7 Fishermen, Brahminy hovering over"
12.2.20,8:50 AM,14,4,Kentish Plover,8,8,0,0,0,0,
12.2.20,9:15 AM,14,5,Lesser Sand Plover,1,0,1,0,0,0,"7 Fishermen, Brahminy hovering over"
12.2.20,9:15 AM,14,5,Eurasian Curlew,2,2,0,0,0,0,
12.2.20,9:15 AM,14,5,Kentish Plover,6,5,0,0,1,0,
12.2.20,9:40 AM,14,6,Lesser Sand Plover,2,2,0,0,0,0,
12.2.20,9:40 AM,14,6,Kentish Plover,2,2,0,0,0,0,
12.2.20,9:40 AM,14,6,Eurasian Curlew,2,2,0,0,0,0,
12.2.20,9:40 AM,14,6,Common Redshank,3,3,0,0,0,0,
12.2.20,9:40 AM,14,6,Grey Plover,1,1,0,0,0,0,
13.2.20,9:20 AM,156,1,Bar-tailed Godwit,7,7,0,0,0,0,
13.2.20,9:20 AM,156,1,Curlew Sandpiper,1,1,0,0,0,0,
13.2.20,9:20 AM,156,1,Black-tailed Godwit,6,6,0,0,0,0,
13.2.20,9:20 AM,156,1,Lesser Sand Plover,35,35,0,0,0,0,
13.2.20,9:20 AM,156,1,Great Knot,1,1,0,0,0,0,
13.2.20,9:20 AM,156,1,Eurasian Curlew,1,1,0,0,0,0,
13.2.20,9:20 AM,156,1,Grey Plover,40,0,0,0,40,0,
13.2.20,9:20 AM,156,1,Whimbrel,1,0,0,0,1,0,
13.2.20,9:40 AM,156,2,Bar-tailed Godwit,7,7,0,0,0,0,
13.2.20,9:40 AM,156,2,Curlew Sandpiper,1,1,0,0,0,0,
13.2.20,9:40 AM,156,2,Black-tailed Godwit,6,6,0,0,0,0,
13.2.20,9:40 AM,156,2,Lesser Sand Plover,35,35,0,0,0,0,
13.2.20,9:40 AM,156,2,Eurasian Curlew,1,1,0,0,0,0,
13.2.20,9:40 AM,156,2,Grey Plover,40,0,8,0,32,0,
13.2.20,9:40 AM,156,2,Whimbrel,1,1,0,0,0,0,
13.2.20,10:00 AM,156,3,Bar-tailed Godwit,7,7,0,0,0,0,
13.2.20,10:00 AM,156,3,Curlew Sandpiper,1,1,0,0,0,0,
13.2.20,10:00 AM,156,3,Black-tailed Godwit,6,6,0,0,0,0,
13.2.20,10:00 AM,156,3,Lesser Sand Plover,53,53,0,0,0,0,
13.2.20,10:00 AM,156,3,Eurasian Curlew,1,1,0,0,0,0,
13.2.20,10:00 AM,156,3,Grey Plover,40,40,0,0,0,0,
13.2.20,10:00 AM,156,3,Whimbrel,1,1,0,0,0,0,
13.2.20,10:00 AM,156,3,Broad-billed Sandpiper,1,1,0,0,0,0,
13.2.20,10:20 AM,156,4,Bar-tailed Godwit,8,8,0,0,0,0,
13.2.20,10:20 AM,156,4,Black-tailed Godwit,6,6,0,0,0,0,
13.2.20,10:20 AM,156,4,Eurasian Curlew,3,3,0,0,0,0,
13.2.20,10:20 AM,156,4,Whimbrel,1,1,0,0,0,0,
13.2.20,10:20 AM,156,4,Lesser Sand Plover,55,55,0,0,0,0,
13.2.20,10:20 AM,156,4,Sanderling,1,1,0,0,0,0,
13.2.20,10:20 AM,156,4,Curlew Sandpiper,4,4,0,0,0,0,
13.2.20,10:20 AM,156,4,Broad-billed Sandpiper,1,1,0,0,0,0,
13.2.20,10:20 AM,156,4,Grey Plover,40,0,8,0,32,0,
13.2.20,10:40 AM,156,5,Little Stint,2,2,0,0,0,0,
13.2.20,10:40 AM,156,5,Bar-tailed Godwit,8,8,0,0,0,0,
13.2.20,10:40 AM,156,5,Black-tailed Godwit,6,6,0,0,0,0,
13.2.20,10:40 AM,156,5,Eurasian Curlew,2,2,0,0,0,0,
13.2.20,10:40 AM,156,5,Lesser Sand Plover,67,61,0,6,0,0,
13.2.20,10:40 AM,156,5,Sanderling,1,1,0,0,0,0,
13.2.20,10:40 AM,156,5,Grey Plover,15,0,0,0,15,0,
13.2.20,11:00 AM,156,6,Great Knot,18,18,0,0,0,0,
13.2.20,11:00 AM,156,6,Little Stint,2,2,0,0,0,0,
13.2.20,11:00 AM,156,6,Bar-tailed Godwit,8,8,0,0,0,0,
13.2.20,11:00 AM,156,6,Black-tailed Godwit,6,6,0,0,0,0,
13.2.20,11:00 AM,156,6,Eurasian Curlew,2,2,0,0,0,0,
13.2.20,11:00 AM,156,6,Lesser Sand Plover,58,58,0,0,0,0,
13.2.20,11:00 AM,156,6,Sanderling,1,1,0,0,0,0,
13.2.20,11:00 AM,156,6,Grey Plover,15,0,7,0,8,0,
14.2.20,9:10 AM,18,1,Common Redshank,3,3,0,0,0,0,"10 Fishermen, 1 Brahminy"
