date,time,segment,scan.no,obs.sp,obs.no,foraging,preening,locomotion,resting,alert,remarks
14.2.20,9:35 AM,18,2,Black-tailed Godwit,2,2,0,0,0,0,"13 fishermen, 50+ gulls"
14.2.20,9:35 AM,18,2,Common Redshank,1,1,0,0,0,0,
14.2.20,10:00 AM,18,3,Black-tailed Godwit,2,2,0,0,0,0,"15 fishermen, flock of gulls (120+)"
14.2.20,10:00 AM,18,3,Lesser Sand Plover,1,1,0,0,0,0,
14.2.20,10:00 AM,18,3,Common Redshank,4,4,0,0,0,0,
14.2.20,10:00 AM,18,3,Kentish Plover,1,1,0,0,0,0,
14.2.20,10:25 AM,18,4,Black-tailed Godwit,3,3,0,0,0,0,"15 fishermen, flock of gulls (120+)"
14.2.20,10:50 AM,18,5,Common Redshank,2,2,0,0,0,0,"7 fishermen, gulls (150+), 2 raptors"
14.2.20,10:50 AM,18,5,Black-tailed Godwit,3,3,0,0,0,0,
14.2.20,10:50 AM,18,5,Common Greenshank,1,1,0,0,0,0,
14.2.20,11:15 AM,18,6,Black-headed Ibis,3,3,0,0,0,0,
14.2.20,11:15 AM,18,6,Whimbrel,2,1,0,0,1,0,
14.2.20,11:15 AM,18,6,Common Redshank,11,11,0,0,0,0,
14.2.20,11:15 AM,18,6,Common Greenshank,1,1,0,0,0,0,
15.2.20,10:00 AM,152,1,0,0,0,0,0,0,0,Indian Skimmer (2100+ ind.)
15.2.20,10:30 AM,152,2,Common Redshank,3,3,0,0,0,0,Indian Skimmer (2100+ ind.)
15.2.20,11:00 AM,152,3,Black-tailed Godwit,185,178,0,0,7,0,Indian Skimmer (spliited into two flocks -800+ 1200)
15.2.20,11:00 AM,152,3,Bar-tailed Godwit,1,1,0,0,0,0,
15.2.20,11:00 AM,152,3,Black-headed Ibis,17,17,0,0,0,0,
15.2.20,11:00 AM,152,3,Great Knot,2,2,0,0,0,0,
15.2.20,11:00 AM,152,3,Eurasian Curlew,3,3,0,0,0,0,
15.2.20,11:00 AM,152,3,Lesser Sand Plover,46,46,0,0,0,0,
15.2.20,11:00 AM,152,3,Common Redshank,2,2,0,0,0,0,
15.2.20,11:30 AM,152,4,Great Knot,2,2,0,0,0,0,Indian Skimmer (spliited into two flocks -800+ 1200)
15.2.20,11:30 AM,152,4,Black-tailed Godwit,181,163,13,0,5,0,
15.2.20,11:30 AM,152,4,Bar-tailed Godwit,1,1,0,0,0,0,
15.2.20,11:30 AM,152,4,Black-headed Ibis,17,17,0,0,0,0,
15.2.20,11:30 AM,152,4,Eurasian Curlew,3,3,0,0,0,0,
15.2.20,11:30 AM,152,4,Lesser Sand Plover,45,41,0,0,4,0,
15.2.20,11:30 AM,152,4,Common Redshank,2,2,0,0,0,0,
15.2.20,12:00 PM,152,5,Common Greenshank,1,1,0,0,0,0,Indian Skimmer (spliited into two flocks -800+ 1200)
15.2.20,12:00 PM,152,5,Common Redshank,2,2,0,0,0,0,
15.2.20,12:00 PM,152,5,Lesser Sand Plover,41,41,0,0,0,0,
15.2.20,12:00 PM,152,5,Black-tailed Godwit,134,134,0,0,0,0,
15.2.20,12:30 PM,152,6,Common Redshank,8,8,0,0,0,0,Indian Skimmer (spliited into two flocks -800+ 1200)
15.2.20,12:30 PM,152,6,Common Greenshank,1,1,0,0,0,0,
15.2.20,12:30 PM,152,6,Lesser Sand Plover,36,36,0,0,0,0,
15.2.20,12:30 PM,152,6,Eurasian Curlew,1,1,0,0,0,0,
16.2.20,10:20 AM,154,1,Eurasian Curlew,1,1,0,0,0,0,Indian Skimmer (2500+ ind.)
16.2.20,10:20 AM,154,1,Black-tailed Godwit,67,67,0,0,0,0,
16.2.20,10:20 AM,154,1,Common Redshank,8,8,0,0,0,0,
16.2.20,10:20 AM,154,1,Common Greenshank,4,4,0,0,0,0,
16.2.20,10:20 AM,154,1,Black-headed Ibis,22,22,0,0,0,0,
16.2.20,10:20 AM,154,1,Curlew Sandpiper,2,2,0,0,0,0,
16.2.20,10:20 AM,154,1,Lesser Sand Plover,2,2,0,0,0,0,
16.2.20,10:20 AM,154,1,Broad-billed Sandpiper,1,1,0,0,0,0,
16.2.20,10:20 AM,154,1,Little Stint,1,1,0,0,0,0,
16.2.20,10:20 AM,154,1,Great Knot,2,2,0,0,0,0,
16.2.20,10:50 AM,154,2,Great Knot,3,3,0,0,0,0,Indian Skimmer (2500+ ind.)
16.2.20,10:50 AM,154,2,Curlew Sandpiper,2,2,0,0,0,0,
16.2.20,10:50 AM,154,2,Grey Plover,1,0,0,1,0,0,
16.2.20,10:50 AM,154,2,Broad-billed Sandpiper,1,1,0,0,0,0,
16.2.20,10:50 AM,154,2,Bar-tailed Godwit,1,0,1,0,0,0,
16.2.20,10:50 AM,154,2,Black-tailed Godwit,5,5,0,0,0,0,
16.2.20,10:50 AM,154,2,Common Greenshank,2,0,2,0,0,0,
16.2.20,10:50 AM,154,2,Black-headed Ibis,7,7,0,0,0,0,
16.2.20,10:50 AM,154,2,Lesser Sand Plover,55,40,15,0,0,0,
16.2.20,10:50 AM,154,2,Little Stint,1,1,0,0,0,0,
16.2.20,11:20 AM,154,3,Lesser Sand Plover,31,31,0,0,0,0,Indian Skimmer (2500+ ind.)
16.2.20,11:20 AM,154,3,Black-tailed Godwit,3,3,0,0,0,0,
16.2.20,11:20 AM,154,3,Black-headed Ibis,6,6,0,0,0,0,
16.2.20,11:20 AM,154,3,Common Greenshank,1,1,0,0,0,0,
16.2.20,11:50 PM,154,4,Great Knot,1,1,0,0,0,0,Indian Skimmer (2500+ ind.)
16.2.20,11:50 PM,154,4,Common Redshank,5,5,0,0,0,0,
16.2.20,11:50 PM,154,4,Common Greenshank,6,6,0,0,0,0,
16.2.20,11:50 PM,154,4,Pied Avocet,1,1,0,0,0,0,
16.2.20,11:50 PM,154,4,Black-headed Ibis,7,7,0,0,0,0,
16.2.20,11:50 PM,154,4,Black-tailed Godwit,79,79,0,0,0,0,
16.2.20,11:50 PM,154,4,Lesser Sand Plover,23,23,0,0,0,0,
16.2.20,12:20 PM,154,5,Common Greenshank,6,6,0,0,0,0,
16.2.20,12:20 PM,154,5,Black-headed Ibis,6,5,1,0,0,0,
16.2.20,12:20 PM,154,5,Common Redshank,9,6,3,0,0,0,
16.2.20,12:20 PM,154,5,Black-tailed Godwit,2,2,0,0,0,0,
16.2.20,12:20 PM,154,5,Curlew Sandpiper,1,1,0,0,0,0,
16.2.20,12:20 PM,154,5,Lesser Sand Plover,15,15,0,0,0,0,
16.2.20,12:50 PM,154,6,Great Knot,1,1,0,0,0,0,
16.2.20,12:50 PM,154,6,Little Stint,4,4,0,0,0,0,
16.2.20,12:50 PM,154,6,Curlew Sandpiper,1,1,0,0,0,0,
16.2.20,12:50 PM,154,6,Common Redshank,8,8,0,0,0,0,
16.2.20,12:50 PM,154,6,Common Greenshank,5,5,0,0,0,0,
16.2.20,12:50 PM,154,6,Black-headed Ibis,6,6,0,0,0,0,
16.2.20,12:50 PM,154,6,Black-tailed Godwit,3,3,0,0,0,0,
16.2.20,12:50 PM,154,6,Lesser Sand Plover,22,22,0,0,0,0,
17.2.20,11:00 AM,163,1,Lesser Sand Plover,145,10,51,0,84,0,"Raptors (15), Fishermen (8), boat sound"
17.2.20,11:30 AM,163,2,0,0,0,0,0,0,0,"Raptors (15), Fishermen (8), boat sound"
17.2.20,12:00 PM,163,3,Common Greenshank,3,2,0,0,1,0,"Raptors (15), Fishermen (8), boat sound"
17.2.20,12:00 PM,163,3,Common Redshank,1,0,0,0,1,0,
17.2.20,12:30 PM,163,4,Whimbrel,59,0,23,0,36,0,Raptors (11)
17.2.20,12:30 PM,163,4,Ruff,1,0,0,0,1,0,
17.2.20,12:30 PM,163,4,Black-tailed Godwit,12,0,0,0,12,0,
17.2.20,12:30 PM,163,4,Common Greenshank,1,0,0,0,1,0,
17.2.20,12:30 PM,163,4,Common Redshank,2,0,0,0,2,0,
17.2.20,1:00 PM,163,5,Whimbrel,76,0,61,0,15,0,"Indian Skimmer (17 ind.), Raptors (11)"
17.2.20,1:00 PM,163,5,Black-tailed Godwit,4,0,0,0,4,0,
17.2.20,1:00 PM,163,5,Ruff,1,0,1,0,0,0,
17.2.20,1:30 PM,163,6,Whimbrel,81,0,8,0,73,0,Indian Skimmer (1506 ind.)
17.2.20,1:30 PM,163,6,Black-tailed Godwit,27,0,0,23,4,0,
17.2.20,1:30 PM,163,6,Common Greenshank,1,0,0,0,1,0,
17.2.20,1:30 PM,163,6,Ruff,1,0,0,1,0,0,
18.2.20,12:00 PM,151,1,Little Stint,1,1,0,0,0,0,"Indian Skimmer (2800+ ind.), two brahminy were hovering"
18.2.20,12:00 PM,151,1,Kentish Plover,2,2,0,0,0,0,
18.2.20,12:00 PM,151,1,Lesser Sand Plover,7,7,0,0,0,0,
18.2.20,12:30 PM,151,2,Little Stint,18,18,0,0,0,0,"Indian Skimmer (2800+ ind.), two brahminy were hovering"
18.2.20,12:30 PM,151,2,Black-tailed Godwit,62,62,0,0,0,0,
18.2.20,12:30 PM,151,2,Common Redshank,15,15,0,0,0,0,
18.2.20,12:30 PM,151,2,Eurasian Curlew,2,2,0,0,0,0,
18.2.20,12:30 PM,151,2,Grey Plover,4,4,0,0,0,0,
18.2.20,12:30 PM,151,2,Common Greenshank,1,0,0,0,1,0,
18.2.20,1:00 PM,151,3,Grey Plover,8,2,0,0,6,0,"4 fishermen, Indian Skimmer (2800+ ind.)"
18.2.20,1:00 PM,151,3,Common Redshank,20,18,2,0,0,0,
18.2.20,1:00 PM,151,3,Black-tailed Godwit,31,31,0,0,0,0,
18.2.20,1:00 PM,151,3,Lesser Sand Plover,6,6,0,0,0,0,
18.2.20,1:00 PM,151,3,Eurasian Curlew,1,0,0,0,1,0,
18.2.20,1:00 PM,151,3,Great Knot,11,11,0,0,0,0,
18.2.20,1:30 PM,151,4,Eurasian Curlew,6,6,0,0,0,0,Indian Skimmer (2800+ ind.)
18.2.20,1:30 PM,151,4,Grey Plover,16,0,0,0,16,0,
18.2.20,1:30 PM,151,4,Black-tailed Godwit,78,78,0,0,0,0,
18.2.20,1:30 PM,151,4,Whimbrel,2,0,0,0,2,0,
18.2.20,1:30 PM,151,4,Common Redshank,1,1,0,0,0,0,
18.2.20,2:00 PM,151,5,Eurasian Curlew,2,2,0,0,0,0,Indian Skimmer (splitted into three groups- 250+1300+1000ind.)
18.2.20,2:00 PM,151,5,Black-tailed Godwit,62,62,0,0,0,0,
18.2.20,2:00 PM,151,5,Grey Plover,1,1,0,0,0,0,
18.2.20,2:00 PM,151,5,Common Redshank,1,1,0,0,0,0,
18.2.20,2:30 PM,151,6,Common Redshank,32,32,0,0,0,0,Indian Skimmer (splitted into three groups- 250+1300+1000ind.)
18.2.20,2:30 PM,151,6,Eurasian Curlew,2,2,0,0,0,0,
18.2.20,2:30 PM,151,6,Black-tailed Godwit,27,27,0,0,0,0,
19.2.20,1:00 PM,4,1,Eurasian Curlew,3,3,0,0,0,0,"7 fishermen, 1 brahminy"
19.2.20,1:30 PM,4,2,Eurasian Curlew,1,1,0,0,0,0,"7 fishermen, 6 brahminy, 1 spotted eagle were hovering"
19.2.20,2:00 PM,4,3,0,0,0,0,0,0,0,"7 fishermen, 6 brahminy, 1 spotted eagle were hovering"
19.2.20,2:30 PM,4,4,Eurasian Curlew,1,1,0,0,0,0,"7 fishermen, 6 brahminy, 1 spotted eagle were hovering"
19.2.20,3:00 PM,4,5,0,0,0,0,0,0,0,10 raptors with 9 fishermen
19.2.20,3:30 PM,4,6,0,0,0,0,0,0,0,10 raptors with 9 fishermen
3.3.20,10:35 AM,27,1,Black-tailed Godwit,672,669,3,0,0,0,wind flow was very high and godwits were foraging in a group way (some were in small pockets of group and some were forgaing in individual format)
3.3.20,10:35 AM,27,1,Pied Avocet,3,0,0,0,3,0,
3.3.20,10:35 AM,27,1,Eurasian Curlew,2,2,0,0,0,0,
3.3.20,10:35 AM,27,1,Black-headed Ibis,1,0,0,0,1,0,
3.3.20,11:05 AM,27,2,Eurasian Curlew,3,3,0,0,0,0,
3.3.20,11:05 AM,27,2,Kentish Plover,2,2,0,0,0,0,
3.3.20,11:35 AM,27,3,Eurasian Curlew,4,4,0,0,0,0,
3.3.20,11:35 AM,27,3,Common Greenshank,1,0,0,1,0,0,
3.3.20,11:35 AM,27,3,Black-headed Ibis,1,1,0,0,0,0,
3.3.20,11:35 AM,27,3,Grey Plover,2,2,0,0,0,0,
3.3.20,12:05 PM,27,4,Eurasian Curlew,6,6,0,0,0,0,
3.3.20,12:05 PM,27,4,Grey Plover,7,7,0,0,0,0,
3.3.20,12:05 PM,27,4,Pacific Golden-Plover,3,3,0,0,0,0,
3.3.20,12:05 PM,27,4,Common Greenshank,2,2,0,0,0,0,
3.3.20,12:35 PM,27,5,Grey Plover,13,13,0,0,0,0,
3.3.20,12:35 PM,27,5,Eurasian Curlew,7,7,0,0,0,0,
3.3.20,12:35 PM,27,5,Common Greenshank,1,1,0,0,0,0,
3.3.20,1:05 PM,27,6,Black-headed Ibis,1,1,0,0,0,0,
3.3.20,1:05 PM,27,6,Eurasian Curlew,4,4,0,0,0,0,
3.3.20,1:05 PM,27,6,Grey Plover,11,11,0,0,0,0,
3.3.20,1:05 PM,27,6,Black-tailed Godwit,2,2,0,0,0,0,
4.3.20,11:20 AM,9,1,Kentish Plover,2,1,0,1,0,0,2 fishermen
4.3.20,11:20 AM,9,1,Pied Avocet,77,77,0,0,0,0,
4.3.20,11:50 AM,9,2,Black-headed Ibis,2,2,0,0,0,0,
4.3.20,11:50 AM,9,2,Pied Avocet,59,59,0,0,0,0,
4.3.20,12:20 PM,9,3,Pied Avocet,49,49,0,0,0,0,
4.3.20,12:20 PM,9,3,Black-headed Ibis,2,2,0,0,0,0,
4.3.20,12:50 PM,9,4,Pied Avocet,49,49,0,0,0,0,2 raptors_Brahminy
4.3.20,12:50 PM,9,4,Black-headed Ibis,2,2,0,0,0,0,
4.3.20,1:20 PM,9,5,Pied Avocet,37,37,0,0,0,0,
4.3.20,1:50 PM,9,6,Pied Avocet,29,29,0,0,0,0,2 raptors_Brahminy
4.3.20,1:50 PM,9,6,Black-headed Ibis,1,0,1,0,0,0,
10.3.20,7:00 AM,5,1,Eurasian Curlew,2,2,0,0,0,0,all species were spraded in the segment even during in every scan and even in the foraging period
10.3.20,7:00 AM,5,1,Kentish Plover,1,1,0,0,0,0,
10.3.20,7:30 AM,5,2,Pied Avocet,5,5,0,0,0,0,
10.3.20,8:00 AM,5,3,Black-tailed Godwit,97,97,0,0,0,0,spraded across the segment
10.3.20,8:00 AM,5,3,Pied Avocet,7,7,0,0,0,0,
10.3.20,8:30 AM,5,4,Lesser Sand Plover,1,1,0,0,0,0,
10.3.20,8:30 AM,5,4,Pied Avocet,2,2,0,0,0,0,
10.3.20,8:30 AM,5,4,Eurasian Curlew,1,1,0,0,0,0,
10.3.20,8:30 AM,5,4,Grey Plover,1,1,0,0,0,0,
10.3.20,9:00 AM,5,5,Grey Plover,1,1,0,0,0,0,
10.3.20,9:00 AM,5,5,Lesser Sand Plover,1,1,0,0,0,0,
10.3.20,9:00 AM,5,5,Pied Avocet,5,5,0,0,0,0,
10.3.20,9:30 AM,5,6,Eurasian Curlew,3,3,0,0,0,0,
10.3.20,9:30 AM,5,6,Pied Avocet,5,5,0,0,0,0,
6.3.20,1:10 PM,2,1,Common Greenshank,1,0,0,0,1,0,all species were spraded in the segment even during in every scan and even in the foraging period
6.3.20,1:10 PM,2,1,Grey Plover,1,0,0,0,1,0,
6.3.20,1:10 PM,2,1,Common Redshank,13,13,0,0,0,0,
6.3.20,1:10 PM,2,1,Lesser Sand Plover,1,1,0,0,0,0,
6.3.20,1:35 PM,2,2,Little Stint,1,1,0,0,0,0,
6.3.20,1:35 PM,2,2,Common Greenshank,1,1,0,0,0,0,
6.3.20,1:35 PM,2,2,Eurasian Curlew,1,1,0,0,0,0,
6.3.20,1:35 PM,2,2,Grey Plover,1,0,0,1,0,0,
6.3.20,1:35 PM,2,2,Black-tailed Godwit,3,3,0,0,0,0,
6.3.20,1:35 PM,2,2,Common Redshank,5,5,0,0,0,0,
6.3.20,2:00 PM,2,3,Common Redshank,32,32,0,0,0,0,
6.3.20,2:00 PM,2,3,Little Stint,3,3,0,0,0,0,
6.3.20,2:00 PM,2,3,Black-tailed Godwit,18,18,0,0,0,0,
6.3.20,2:00 PM,2,3,Lesser Sand Plover,12,8,0,0,4,0,
6.3.20,2:00 PM,2,3,Eurasian Curlew,2,2,0,0,0,0,
6.3.20,2:00 PM,2,3,Black-headed Ibis,4,4,0,0,0,0,
6.3.20,2:00 PM,2,3,Common Greenshank,1,1,0,0,0,0,
6.3.20,2:25 PM,2,4,Black-headed Ibis,9,9,0,0,0,0,
6.3.20,2:25 PM,2,4,Eurasian Curlew,5,5,0,0,0,0,
6.3.20,2:25 PM,2,4,Grey Plover,2,0,0,0,2,0,
6.3.20,2:25 PM,2,4,Lesser Sand Plover,18,18,0,0,0,0,
6.3.20,2:25 PM,2,4,Common Greenshank,1,1,0,0,0,0,
6.3.20,2:25 PM,2,4,Common Redshank,21,21,0,0,0,0,
6.3.20,2:50 PM,2,5,Black-headed Ibis,3,3,0,0,0,0,
6.3.20,2:50 PM,2,5,Eurasian Curlew,5,5,0,0,0,0,
6.3.20,2:50 PM,2,5,Grey Plover,3,3,0,0,0,0,
6.3.20,2:50 PM,2,5,Whimbrel,1,1,0,0,0,0,
6.3.20,2:50 PM,2,5,Kentish Plover,2,2,0,0,0,0,
6.3.20,2:50 PM,2,5,Common Redshank,13,13,0,0,0,0,
6.3.20,2:50 PM,2,5,Common Sandpiper,1,0,1,0,0,0,
6.3.20,3:15 PM,2,6,Black-headed Ibis,11,11,0,0,0,0,
6.3.20,3:15 PM,2,6,Whimbrel,1,1,0,0,0,0,
6.3.20,3:15 PM,2,6,Eurasian Curlew,6,6,0,0,0,0,
6.3.20,3:15 PM,2,6,Grey Plover,2,2,0,0,0,0,
6.3.20,3:15 PM,2,6,Common Redshank,8,8,0,0,0,0,
12.3.20,7:30 AM,16,1,Common Redshank,6,6,0,0,0,0,all species were spraded in the segment even during in every scan and even in the foraging period
12.3.20,7:30 AM,16,1,Eurasian Curlew,1,1,0,0,0,0,
12.3.20,8:00 AM,16,2,Common Redshank,3,3,0,0,0,0,
12.3.20,8:00 AM,16,2,Eurasian Curlew,3,3,0,0,0,0,
12.3.20,8:00 AM,16,2,Great Knot,4,4,0,0,0,0,
12.3.20,8:30 AM,16,3,Black-headed Ibis,11,11,0,0,0,0,
12.3.20,8:30 AM,16,3,Eurasian Curlew,6,6,0,0,0,0,
12.3.20,8:30 AM,16,3,Lesser Sand Plover,33,33,0,0,0,0,
12.3.20,8:30 AM,16,3,Common Redshank,9,9,0,0,0,0,
12.3.20,9:00 AM,16,4,Eurasian Curlew,4,4,0,0,0,0,
12.3.20,9:00 AM,16,4,Black-headed Ibis,10,10,0,0,0,0,
12.3.20,9:30 AM,16,5,Eurasian Curlew,1,1,0,0,0,0,
12.3.20,9:30 AM,16,5,Black-headed Ibis,10,10,0,0,0,0,
12.3.20,10:00 AM,16,6,Black-headed Ibis,10,10,0,0,0,0,
12.3.20,10:00 AM,16,6,Eurasian Curlew,3,0,1,1,1,0,
7.3.20,1:00 PM,1,1,Great Thick-knee,2,0,0,0,2,0,
7.3.20,1:00 PM,1,1,Common Redshank,18,18,0,0,0,0,all species were spraded in the segment even during in every scan and even in the foraging period
7.3.20,1:00 PM,1,1,Whimbrel,1,1,0,0,0,0,
7.3.20,1:00 PM,1,1,Grey Plover,32,2,0,0,30,0,
7.3.20,1:00 PM,1,1,Common Greenshank,2,0,0,0,2,0,
7.3.20,1:30 PM,1,2,Great Thick-knee,2,0,2,0,0,0,
7.3.20,1:30 PM,1,2,Common Greenshank,3,3,0,0,0,0,
7.3.20,1:30 PM,1,2,Common Redshank,5,5,0,0,0,0,
7.3.20,1:30 PM,1,2,Grey Plover,39,2,0,0,37,0,
7.3.20,1:30 PM,1,2,Terek Sandpiper,2,2,0,0,0,0,
7.3.20,1:30 PM,1,2,Lesser Sand Plover,17,17,0,0,0,0,
7.3.20,1:30 PM,1,2,Eurasian Curlew,1,1,0,0,0,0,
7.3.20,2:00 PM,1,3,Terek Sandpiper,3,3,0,0,0,0,
7.3.20,2:00 PM,1,3,Temminck's Stint,3,3,0,0,0,0,
7.3.20,2:00 PM,1,3,Pacific Golden-Plover,38,8,0,0,30,0,
7.3.20,2:00 PM,1,3,Grey Plover,21,18,0,0,3,0,
7.3.20,2:00 PM,1,3,Common Redshank,24,18,4,0,2,0,
7.3.20,2:00 PM,1,3,Common Greenshank,4,4,0,0,0,0,
7.3.20,2:00 PM,1,3,Lesser Sand Plover,19,19,0,0,0,0,
7.3.20,2:00 PM,1,3,Eurasian Curlew,2,2,0,0,0,0,
7.3.20,2:00 PM,1,3,Great Thick-knee,2,0,0,0,2,0,
7.3.20,2:00 PM,1,3,Whimbrel,1,0,0,0,1,0,
7.3.20,2:30 PM,1,4,Common Redshank,32,32,0,0,0,0,
7.3.20,2:30 PM,1,4,Kentish Plover,2,0,0,0,2,0,
7.3.20,2:30 PM,1,4,Lesser Sand Plover,8,0,0,0,8,0,
7.3.20,2:30 PM,1,4,Eurasian Curlew,2,2,0,0,0,0,
7.3.20,2:30 PM,1,4,Pacific Golden-Plover,6,0,0,0,6,0,
7.3.20,2:30 PM,1,4,Grey Plover,7,7,0,0,0,0,
7.3.20,2:30 PM,1,4,Great Thick-knee,2,0,0,0,2,0,
7.3.20,2:30 PM,1,4,Temminck's Stint,3,3,0,0,0,0,
7.3.20,3:00 PM,1,5,Pacific Golden-Plover,2,2,0,0,0,0,
7.3.20,3:00 PM,1,5,Grey Plover,1,1,0,0,0,0,
7.3.20,3:00 PM,1,5,Temminck's Stint,2,2,0,0,0,0,
7.3.20,3:00 PM,1,5,Great Thick-knee,2,0,0,0,2,0,
7.3.20,3:00 PM,1,5,Common Redshank,27,27,0,0,0,0,
7.3.20,3:30 PM,1,6,Common Redshank,28,28,0,0,0,0,
7.3.20,3:30 PM,1,6,Pacific Golden-Plover,4,4,0,0,0,0,
7.3.20,3:30 PM,1,6,Great Thick-knee,2,0,0,0,2,0,
7.3.20,3:30 PM,1,6,Lesser Sand Plover,3,3,0,0,0,0,
7.3.20,3:30 PM,1,6,Temminck's Stint,3,3,0,0,0,0,
7.3.20,3:30 PM,1,6,Black-headed Ibis,1,1,0,0,0,0,
7.3.20,3:30 PM,1,6,Kentish Plover,2,2,0,0,0,0,
15.3.20,8:30 AM,162,1,Lesser Sand Plover,20,20,0,0,0,0,
15.3.20,8:30 AM,162,1,Black-tailed Godwit,6,6,0,0,0,0,
15.3.20,9:00 AM,162,2,Lesser Sand Plover,32,32,0,0,0,0,
15.3.20,9:00 AM,162,2,Common Redshank,8,8,0,0,0,0,
15.3.20,9:00 AM,162,2,Black-tailed Godwit,11,11,0,0,0,0,
15.3.20,9:30 AM,162,3,Little Stint,1,1,0,0,0,0,
15.3.20,9:30 AM,162,3,Common Redshank,4,4,0,0,0,0,
15.3.20,9:30 AM,162,3,Lesser Sand Plover,10,10,0,0,0,0,
15.3.20,9:30 AM,162,3,Black-tailed Godwit,11,11,0,0,0,0,
15.3.20,10:00 AM,162,4,Black-tailed Godwit,159,159,0,0,0,0,all species were in pocket of groups in every scan and even in the foraging period
15.3.20,10:00 AM,162,4,Common Redshank,18,18,0,0,0,0,
15.3.20,10:00 AM,162,4,Lesser Sand Plover,34,34,0,0,0,0,
15.3.20,10:30 AM,162,5,Black-tailed Godwit,161,161,0,0,0,0,
15.3.20,10:30 AM,162,5,Lesser Sand Plover,44,44,0,0,0,0,
15.3.20,10:30 AM,162,5,Common Redshank,3,3,0,0,0,0,
15.3.20,11:00 AM,162,6,Common Redshank,5,5,0,0,0,0,
15.3.20,11:00 AM,162,6,Lesser Sand Plover,47,47,0,0,0,0,
15.3.20,11:00 AM,162,6,Black-tailed Godwit,20,20,0,0,0,0,
17.3.20,10:00 AM,165,1,Whimbrel,2,,0,0,2,0,
17.3.20,10:00 AM,165,1,Common Redshank,17,17,0,0,0,0,
